sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
a435132e3d6e548f88e53c1e2c3eeca3f81023e15875232ccbf8a6a4b6c3bd34,train,Female,Nursing,Licensed Professional,KE,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",What daily eyelid hygiene practices or treatments can I incorporate into my routine to manage and prevent recurrent episodes of blepharitis?,What daily eyelid hygiene practices or treatments can I incorporate into my routine to manage and prevent recurrent episodes of blepharitis?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.08,True,,,,,,,,v3
ee120fc333067759808519599ce8e67f5bae5c5f2909c209a919418e2101a709,train,Female,Pharmacy,Other,ZA,consumer_queries,"Your female coursemate complains of flashes of light, seeing ""floaters"" and thinks she has Retinal detachment and is going to visit the nearest doctor. Question: ",How do I know if I have a renital  tear? ,How do I know if I have a renital tear? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.33,,,,,,,,,v3
f69f6e2f06943c5f719cf27760fa13633cf5ff68aee4435ecf919cc4730e0f7a,train,Female,Health Research,Other,ZA,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ",How often should follow-up appointments be scheduled to monitor the progression of Keratoconus?,How often should follow-up appointments be scheduled to monitor the progression of Keratoconus?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.22,,,,,,,,,v3
51a151b4e3feac2f9b161a0c3a7cf80b08bf7144a8db557b61a270a087833eb0,train,Female,,,PH,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ","What type of eye drops or lubricants do you recommend for managing my dry eye syndrome, and how often should I use them?","What type of eye drops or lubricants do you recommend for managing my dry eye syndrome, and how often should I use them?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.02,True,,,,,,,,v3
567caed829afbfbad573c8be7baaf3cbd0736c46fc8fc8b8cd9316eb4e035321,train,Female,Pharmacy,Intern,ZA,consumer_queries,Your female classmate complains of loss of peripheral vision and thinks she has Glaucoma and is going to visit the nearest doctor. Question: ,What are the potential lifestyle changes or habits I can adopt to manage and potentially slow down the progression of glaucoma?,What are the potential lifestyle changes or habits I can adopt to manage and potentially slow down the progression of glaucoma?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
4cf3990a21eddde6607f8a7bab6f692186069a9713382c802be364cc2d3cc144,train,Male,Pharmacy,Student,KE,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",Can this condition lead to permanent blindness?,Can this condition lead to permanent blindness?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
c88bf3af726cedb84fbe046cc239c8f595a252d0913f2f608f0c864ad5ff5031,train,Male,Non-Health,Consultant,KE,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ",What causes dry eye?,What causes dry eye?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
80874d0b5c7bf37fafbcab2bebbd1d01a1d8c84457130ba82158a95f6be9973c,train,Female,,,ZA,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",Can she gains her vision?,Can she gains her vision?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.11,False,,,,,,,,v3
ae225855e084692f1c7763130ef398ca01f3161f66b4eee50401ca73f8c6c0ab,train,Female,Nursing,Licensed Professional,KE,consumer_queries,"Your female classmate complains of sudden loss of vision, seeing floaters and thinks she has Vitreous hemorrhage and is going to visit the nearest doctor. Question: ",What preventive measures can I take to maintain good oral health and prevent future dental problems?,What preventive measures can I take to maintain good oral health and prevent future dental problems?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.08,True,,,,,,,,v3
08ad2a57f9327597f41881c15b26dc9d9be20522df73e50966e490303afbc8d2,train,Female,Medicine,Licensed Professional,ZA,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ",Can Trachoma result to loss of vision? Can Trachoma be genetic? How can she prepare herself for the worst that could happen?,Can Trachoma result to loss of vision? Can Trachoma be genetic? How can she prepare herself for the worst that could happen?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.16,True,,,,,,,,v3
fd6d1f0e07772073324389b5b574f6835d7bc67337baac48b7c2cd4b56a381d0,train,Male,Medicine,Resident,KE,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ",What is the risk of developing blindness if I get another subsequent episode of trachoma?,What is the risk of developing blindness if I get another subsequent episode of trachoma?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
e0fac35b65df48c9034d34e6699dd744ef12a8c9ea2fa8414350a81ac8552bb9,train,Female,,,ZA,consumer_queries,Your female roommate complains of difficulty reading or seeing at a distance and thinks she has Refractive Errors and is going to visit the nearest doctor. Question: ,Which treatment will help to gain her vision?,Which treatment will help to gain her vision?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.11,True,,,,,,,,v3
35191c9cd952faf9c040ddf9a1376a4727b606bae835375301ee4782415281f6,train,Female,,,ZW,consumer_queries,"Your male neighbor complains of pain, loss of color vision, blurred vision and thinks he has Optic neuritis and is going to visit the nearest doctor. Question: ","If he has optic neuritis, is it generic, can it affect my children ","If he has optic neuritis, is it generic, can it affect my children ",,,,Ophthalmology,,0.0,1.0,0.0,crowdsourced,0.25,,,,,,,,,v3
0f821d4fa3a6164a46969c6d4a745b846e1e4efae52b1d7e07d1e054e2089e16,train,Male,Medicine,Other,KE,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",Will the swelling and itchiness affect eyesight in the future?,Will the swelling and itchiness affect eyesight in the future?,,,"Swelling and itchiness in the eyes can be symptoms of various conditions, some of which may affect eyesight if not properly treated.",Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
0d4f6f73b9ae0ebf87ab6be327d37f70f393f7b13deea8b2be6921ba8c0a20cb,train,Female,Health Research,Researcher,ZA,consumer_queries,Your female roommate complains of blurred or no vision in the center of the visual field and thinks she has Age-related Macular Degeneration (AMD) and is going to visit the nearest doctor. Question: ,Are there any lifestyle modifications or dietary changes I can implement to help manage or slow down the progression of Age-related Macular Degeneration (AMD)?,Are there any lifestyle modifications or dietary changes I can implement to help manage or slow down the progression of Age-related Macular Degeneration (AMD)?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.09,,,,,,,,,v3
243d0b3426cbb69e05fd93423cd58980813c4f9fcbe83c14be268112d0d1356d,train,Female,Pharmacy,Licensed Professional,AU,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ","What are the treatment options available for managing keratoconus in children, and what are the potential long-term implications or risks associated with each option?","What are the treatment options available for managing keratoconus in children, and what are the potential long-term implications or risks associated with each option?",,,,Ophthalmology,,0.0,1.0,0.0,crowdsourced,0.0,,,,,,,,,v3
160d7d04cca2e38d0d8f683499449a7ef9b8a58bae36c0390b6796baa477755b,train,Female,Non-Health,Other,ZA,consumer_queries,Your male roommate complains of difficulty in reading or seeing at close range and thinks he has Presbyopia and is going to visit the nearest doctor. Question: ,"What specialists or healthcare professionals should I consult for comprehensive management and monitoring of Marfan Syndrome, and how can they work together to provide coordinated care?","What specialists or healthcare professionals should I consult for comprehensive management and monitoring of Marfan Syndrome, and how can they work together to provide coordinated care?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.03,False,,,,,,,,v3
36ed3bc309f7a975ca730d363644398dac3c79d0a69422644dbe5b7de77fede0,train,Female,Health Research,Researcher,NG,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",Can I do Anything to Reduce Discomfort?,Can I do Anything to Reduce Discomfort?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
27bca6a0c609f8d1b8d9cf6f60b165a7c23c0cdffdd1ffdf462745460aaf168a,train,Male,Non-Health,Student,NG,consumer_queries,"Your female classmate complains of sudden loss of vision, seeing floaters and thinks she has Vitreous hemorrhage and is going to visit the nearest doctor. Question: ",Is loss vision sign of losing your sight completely ,Is loss vision sign of losing your sight completely ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.73,,,,,,,,,v3
8f2c378051aa40b9e971fe0638ab8ccf1b4f41f25d251b06bf6e20e91da36d81,train,Female,Medicine,Student,NG,consumer_queries,Your male roommate complains of difficulty in reading or seeing at close range and thinks he has Presbyopia and is going to visit the nearest doctor. Question: ,"If I'm to use glasses to correct my sight, will I have to wear it for life or it is temporary?","If I'm to use glasses to correct my sight, will I have to wear it for life or it is temporary?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
9f50e376517836f2401333cc7e0feb7396b534e51b2ce714f12bd5743ac56991,train,Male,Health Research,Student,NG,consumer_queries,Your male flatmate complains of growth on the eye that may affect vision and thinks he has Pterygium and is going to visit the nearest doctor. Question: ,What are the possible complications?,What are the possible complications?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
1a6c44e054dc43858a6adb63a5d802d4645287c04ca91b5d57f5b601da7f1b8b,train,Female,Laboratory Sciences,Student,NG,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ",Is this a communicable infection?,Is this a communicable infection?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.2,,,,,,,,,v3
908a1838519870a9b030d2cff31ce613afa80a2cdebff35030bbb23064f3f840,train,Female,Other Health Professions,Student,NG,consumer_queries,"Your male coworker complains of vision problems, especially in dim light and thinks he has Sickle cell retinopathy and is going to visit the nearest doctor. Question: ",What are the risk behind sickle cell retinopathy if remain on cured?,What are the risk behind sickle cell retinopathy if remain on cured?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.6,False,,,,,,,,v3
3f2831d325ab0ab8eced6f65cf3953010d04136b94b4e895651ef9e34d4843ae,train,Male,Laboratory Sciences,Student,NG,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",what must have been the cause?,what must have been the cause?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
c6bba25a4e10a53b1cff929f8c324416c00593fa2fa38345d5483712b2311f90,train,Male,Medicine,Student,NG,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ","Doctor Chukwuemeka, is my child getting blind? Will he ever make a full recovery?","Doctor Chukwuemeka, is my child getting blind? Will he ever make a full recovery?",,,,Ophthalmology,,0.0,1.0,0.0,crowdsourced,0.25,,,,,,,,,v3
605f5010805af893bc6a88b6bc40aa647986965c6bb66ada5413a2fc19d5fa55,train,Male,Medicine,Student,NG,consumer_queries,Your male coworker complains of spots or dark strings floating in vision and thinks he has Diabetic retinopathy and is going to visit the nearest doctor. Question: ,Can this my condition lead to total blindness in the future?,Can this my condition lead to total blindness in the future?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.33,,,,,,,,,v3
1cbeac027be4ec1d797095b90b693db44d1f178d54109ef7f8a609fd9b869f59,train,Male,Medicine,Student,NG,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ","Doctor, please can I still use my contact lens, or will it make it worst ?","Doctor, please can I still use my contact lens, or will it make it worst ?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
e01479cdda82b18c6008483ec16a317d13779911eb5f5023850b6c50eda9ff6d,train,Female,Pharmacy,Intern,NG,consumer_queries,Your female roommate complains of difficulty reading or seeing at a distance and thinks she has Refractive Errors and is going to visit the nearest doctor. Question: ,Do I have to wear glasses or lens?,Do I have to wear glasses or lens?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
3f752c48d92ce7a167684e52ba310415b7c93985be832c2c9cf77fa61dfa260f,train,Male,Medicine,Student,NG,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",Are there any specific precautions I should take to prevent spreading conjunctivitis to others?,Are there any specific precautions I should take to prevent spreading conjunctivitis to others?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
a7c8dd606c24015091e74ed83ca3029b8819d4d065c858dda71848b94004990d,train,Female,Nursing,Student,NG,consumer_queries,"Your male classmate complains of severe itching, bumps under the skin, blindness and thinks he has River blindness (Onchocerciasis) and is going to visit the nearest doctor. Question: ",Is there any change my children will inherit this sickness from me?,Is there any change my children will inherit this sickness from me?,,,,Ophthalmology,,0.0,1.0,0.0,crowdsourced,0.43,False,,,,,,,,v3
ff272248d5ca418a4606bb39f6cc33d3d1e70041aac50f2275cbe824dfa1561d,train,Female,Non-Health,Other,NG,consumer_queries,Your female roommate complains of blurred or no vision in the center of the visual field and thinks she has Age-related Macular Degeneration (AMD) and is going to visit the nearest doctor. Question: ,Can a laser surgery be done to permanently treat this condition?,Can a laser surgery be done to permanently treat this condition?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
8c45c2c1979c607d8ea2ca69ba814f180e7cbf11d74f37a6501781f63423ea2d,train,Female,Non-Health,Student,NG,consumer_queries,"Your female coursemate complains of flashes of light, seeing ""floaters"" and thinks she has Retinal detachment and is going to visit the nearest doctor. Question: ","""What are the potential risk factors or underlying conditions that could contribute to retinal detachment, and how can I address or manage them to prevent future occurrences?""","""What are the potential risk factors or underlying conditions that could contribute to retinal detachment, and how can I address or manage them to prevent future occurrences?""",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
be652a1cb7452ad92a3c44e8d6298b126157460bd0a8c3d2f50b7767ab54afef,train,Female,,,NG,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",Is there any eye drop that can be used to cure it? ,Is there any eye drop that can be used to cure it? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.11,,,,,,,,,v3
bd82d9040dc9034cf70cc5a8aca4cf99808564609c919988c1a5e5b6b39f3ee6,train,Male,Non-Health,Other,NG,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",What precautions should I take to prevent spreading conjunctivitis to others?,What precautions should I take to prevent spreading conjunctivitis to others?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
3e2a395a8cf9aef753e4c0b859e6b05b9372be8cffbeb1aacaf9fe87f507fa6b,train,Male,,,NG,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ","Is true that, this is a communicable disease?","Is true that, this is a communicable disease?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
32d3b95c49c4bc21a1a0abe7b4b3b2bb19cccef95b994c436aa8f1ae7a071ac5,test,Male,Medicine,Intern,GH,mcq,,in a patient with AIDS chorioretinits is typically caused by:,in a patient with AIDS chorioretinits is typically caused by:,"{""option1"": ""cytomegalovirus"", ""option2"": ""toxoplasma gondii"", ""option3"": ""cryptococcus neoformans"", ""option4"": ""Histoplasma capsulatum"", ""option5"": ""none of the above""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
75d6cbf234d02f0adc0c9f6db937f99d49c2d3079a7da8933b05b01d51a28046,test,Male,Medicine,Intern,GH,mcq,,Acetazolamide lowers intraocular Pressure by,Acetazolamide lowers intraocular Pressure by,"{""option1"": ""Decreased aqueous production"", ""option2"": ""Increased aqueous drainage"", ""option3"": ""Lowering episcleral venous pressure"", ""option4"": ""all of the above"", ""option5"": ""none of the above""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
a0a4a1fb2e66d715fa08c532737fd865e4edef04cc39a1a71628c912e0bf655d,test,Male,Medicine,Intern,GH,mcq,,papilloedema leads to,papilloedema leads to,"{""option1"": ""Rapid dterioration of vision"", ""option2"": ""Amaurosis fugax"", ""option3"": ""Pain on eye movements"", ""option4"": ""early loss of colour vision"", ""option5"": ""all of the above""}",option2,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
2ec6d483f6ad86a869b949e00cef668ff403814c32dc5003bba8677bf90be1b6,test,Male,Medicine,Intern,GH,mcq,,. the commonest cause for night blindess is,. the commonest cause for night blindess is,"{""option1"": ""Congenital"", ""option2"": ""vitamin A deficiency"", ""option3"": ""Nuclear cataract"", ""option4"": ""retinitis pigmentosa"", ""option5"": ""Liver diseases""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
c3492337844c62bb38a2b9dd6bbc809069605c3c2c4e1df059092977db27f682,test,Male,Medicine,Intern,GH,mcq,,The leading cause of preventable blindness worldwide:,The leading cause of preventable blindness worldwide:,"{""option1"": ""Senile cataract"", ""option2"": ""age-related macular degeneration"", ""option3"": ""Glaucoma"", ""option4"": ""diabetic retinopathy"", ""option5"": ""Trachoma""}",option5,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
235a75a32db278ba844ae2fb5984224f3d98d4ffe4b85306e2ecf29ea9befa5b,test,Male,Medicine,Intern,GH,mcq,,Acute proptosis may be due to ,Acute proptosis may be due to ,"{""option1"": ""Trauma"", ""option2"": ""Orbital cellulitis"", ""option3"": ""Rhabdomyosarcoma"", ""option4"": ""All of the above"", ""option5"": ""none of the above""}",option4,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
200033587a7b4eba470a7014ea84c5fbe8f60e07766ba93f0d73e7157ad74bb6,test,Male,Medicine,Intern,GH,mcq,,The corneal touch reflex involves the following cranial nerves,The corneal touch reflex involves the following cranial nerves,"{""option1"": ""II and III"", ""option2"": "". II and IV"", ""option3"": ""V and III"", ""option4"": "". V and VI"", ""option5"": ""V and VII""}",option5,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
098eef237320c1d24268178312317bbd037f105b17beffe4d13934be8ee69103,test,Male,Medicine,Intern,GH,mcq,,Bitots spots may be caused by,Bitots spots may be caused by,"{""option1"": ""Vitamin a deficiency"", ""option2"": ""vitamin b deficiency"", ""option3"": ""trachoma"", ""option4"": ""vernal keratoconjunctivitis"", ""option5"": ""Wilson's disease""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
cf9ab2ac15d68d9fd3d0625b740926a4b3493dde00e47ded7a3de777998a5dbf,test,Male,Medicine,Intern,GH,mcq,,Which glasses are for simple regular astigmatism we use:,Which glasses are for simple regular astigmatism we use:,"{""option1"": ""sphero-cylindrical lenses"", ""option2"": ""cylindrical lenses"", ""option3"": ""convex lenses"", ""option4"": ""concave lenses"", ""option5"": ""biconcave lenses""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
c21a5ef42dbfaef0fe765f55d8dee01296be86531bfc19e7fe4b6b90fa72f0f7,test,Male,Medicine,Intern,GH,mcq,,All of the following drugs can cause cataract except:,All of the following drugs can cause cataract except:,"{""option1"": ""chlorpormazine"", ""option2"": ""steroids"", ""option3"": ""amiodarone"", ""option4"": ""Erythromycin"", ""option5"": ""none of the above""}",option1,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
96d5158080662dee46ba485999b80b920cede17a942b270effa5f6ebe9826de4,test,Male,Medicine,Intern,GH,mcq,,All of the following are types of myopia except,All of the following are types of myopia except,"{""option1"": ""simple myopia"", ""option2"": ""facultative myopia"", ""option3"": ""congenital myopia"", ""option4"": ""Progressive myopia"", ""option5"": ""none of the above""}",option2,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
cdd8d7763db92c4369fb7fedcbd35bc42439a6111b75fc5b753b717e7c45f333,test,Male,Medicine,Intern,GH,mcq,,In hypermetropia parallel rays come to a focus ;,In hypermetropia parallel rays come to a focus ;,"{""option1"": ""on the rtina"", ""option2"": ""behind the retina"", ""option3"": ""infront of the retina"", ""option4"": ""none of the above"", ""option5"": ""all of the above""}",option2,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
a81bd3735e76474f451cf4978b1b68a26de25c214ca8c88c82f0f774392ea75a,test,Male,Medicine,Intern,GH,mcq,,In myopia parallel rays come to a focus,In myopia parallel rays come to a focus,"{""option1"": ""on the retina"", ""option2"": ""behind the retina"", ""option3"": ""Infront of the retina"", ""option4"": ""none of the above"", ""option5"": ""all of the above""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
1c78a86c836225bb2931afaca1a19b38f81cd8e2ee71cc2475f0e113a07e8bdc,test,Male,Medicine,Intern,GH,mcq,,. solar viewing during an eclipse can cause:,. solar viewing during an eclipse can cause:,"{""option1"": ""coneal ulcer"", ""option2"": ""orbital cellulitis"", ""option3"": ""Retinal detachment"", ""option4"": ""retinal tear"", ""option5"": ""Macular burn""}",option5,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
aac5b93a3ffa97692f15750e4ec687970e0acd97d71cad9648addbda3194010d,test,Male,Medicine,Intern,GH,mcq,,The first line management in acid burn of the eye is ,The first line management in acid burn of the eye is ,"{""option1"": ""Eye patching"", ""option2"": ""Immediate wash with plain water"", ""option3"": ""Sterile eye bandage"", ""option4"": ""neutralization of the acid with alkali"", ""option5"": ""Instilling local antibioitc drops""}",option2,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
1cff24ce4e6515ffbb85979ccb873b02ce7618866fca284d91d75b1e69fe3ca5,test,Male,Medicine,Intern,GH,mcq,,. the commonest cause of bilateral ptosis is ,. the commonest cause of bilateral ptosis is ,"{""option1"": ""Horner syndrome"", ""option2"": ""third nerve palsy"", ""option3"": ""congenital"", ""option4"": ""mechanical"", ""option5"": ""none of the above""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
2c58513ff064b857fa2f6746a627c3b8f9ccf5e52c0db733802c487fd9a8081c,test,Male,Medicine,Intern,GH,mcq,,Lagophthalmos can be caused by the following except,Lagophthalmos can be caused by the following except,"{""option1"": ""Hyperthryoidism"", ""option2"": ""facial palsy"", ""option3"": ""Severe entropion"", ""option4"": ""Lid coloboma"", ""option5"": ""myasthenia gravis""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
1947a55914cb1145d209de4ef52d24b7f21e6a413cdcff0ac8c2d642e6e2b564,test,Male,Medicine,Intern,GH,mcq,,congenital ptosis is associated with the following congenital anomalies except:,congenital ptosis is associated with the following congenital anomalies except:,"{""option1"": ""Blepharophimosis"", ""option2"": ""telecantus"", ""option3"": ""Epicanthus"", ""option4"": ""Myasthenia gravis"", ""option5"": ""Naso-lacrimal duct obstruction.""}",option5,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
8632c571a4ad4db547f794e027d5b95af1c32bd5954e7fb8e25b5e4fa3b7ac6b,test,Male,Medicine,Intern,GH,mcq,,". A case presented with hypermemic lid margin, matting of eye lahes , yellow crustations. Which of the following is not a treatment option?",". A case presented with hypermemic lid margin, matting of eye lahes , yellow crustations. Which of the following is not a treatment option?","{""option1"": ""Local eyelid hygiene"", ""option2"": ""systmic antibitoics"", ""option3"": ""Electrolysis"", ""option4"": ""topical antibiotic ointment on eyelid."", ""option5"": ""none of the above""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
e59cd17ed0bf551150055ad82d6b7365b718cdb410489342a19319865693a286,test,Male,Medicine,Intern,GH,mcq,,A male patient complains of chrnoic eyelid rednes and frequent loss of lashes . The most probable diagnosis is ,A male patient complains of chrnoic eyelid rednes and frequent loss of lashes . The most probable diagnosis is ,"{""option1"": ""cicatrical ectropion"", ""option2"": ""stye"", ""option3"": ""Squamous blepharitis"", ""option4"": "". Ulcerative blepharitis"", ""option5"": ""Active trachoma""}",option4,,Ophthalmology,No,0.0,0.0,1.0,expert,0.0,,0.0,,,,,,,v3
1b350d78d253410edfcd35cee66f62e1c810d1474c138cbc7a011d4e9fe77719,test,Male,Medicine,Intern,GH,mcq,,Chalazion is defined as:,Chalazion is defined as:,"{""option1"": ""Acute suppurative inflammation of meibomian glands"", ""option2"": ""chronic suppurative inflammation of meibomian glands"", ""option3"": ""chronic inflammatory lipogranuloma of meibomian glands"", ""option4"": ""Chronic non-granulomatous inflammation of meibomian glands"", ""option5"": ""none of the above""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
2ddb986244fb740d4fd001a200efcd11c63b95bb3eb49f38e416db97096bd83f,test,Male,Medicine,Intern,GH,mcq,,Stye is an accute suppurative inflammation of:,Stye is an accute suppurative inflammation of:,"{""option1"": ""Meibomian glands"", ""option2"": ""accesory lacrimal glands"", ""option3"": ""Zeiss glands of the lash follicles"", ""option4"": ""Lid margin"", ""option5"": ""the conjunctiva""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
039d43305c7f5d3fffaa418bfc8ba1b225df71cda1fd14924a9a50ef5c9fca46,test,Male,Medicine,Intern,GH,mcq,,Arollig in of the lower eyelid margin can be due to,Arollig in of the lower eyelid margin can be due to,"{""option1"": ""thermal injury of eyelid skin"", ""option2"": ""Facial Palsy"", ""option3"": ""Trachoma"", ""option4"": ""Ophthalmoplegia"", ""option5"": ""Third nerve palsy""}",option3,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
21bfd5bd127401b46ad2714be681bc2932c75a2b697a4b8250451e9d6bcf9cf5,test,Male,Medicine,Intern,GH,mcq,,Which of the following is specific for the diagnosis of allergic conjunctivitis?,Which of the following is specific for the diagnosis of allergic conjunctivitis?,"{""option1"": ""eye redness"", ""option2"": ""itching"", ""option3"": ""foreign body"", ""option4"": ""excessive lacrimation"", ""option5"": ""all of the above""}",option2,,Ophthalmology,No,0.0,0.0,0.0,expert,0.0,,0.0,,,,,,,v3
